ENSMBL_geneID	Uniprot_proteinID	NCBI_refeT2T_geneID
Vitvi18g04616	F6GVZ2	VIT_18s0089g00740
Vitvi18g04618	D7U929	VIT_18s0041g01920
Vitvi18g04619	F6HYZ4	VIT_14s0128g00450
Vitvi18g04620	F6I454	VIT_18s0041g01930
Vitvi18g04621	F6HK96	VIT_08s0007g05450
Vitvi18g04622	F6I449	VIT_18s0041g02060
Vitvi18g04625	F6I443	VIT_18s0041g02180
Vitvi18g04626	F6I443	VIT_18s0041g02180
Vitvi18g04627	F6I441	VIT_18s0041g02210
Vitvi18g04628	D7U906	VIT_18s0041g02200
Vitvi18g04629	F6I449	VIT_18s0041g02060
Vitvi18g04632	D7U904	VIT_18s0041g02220
Vitvi18g04633	F6H151	VIT_18s0001g07810
Vitvi18g04637	F6I435	VIT_18s0041g02430
Vitvi18g04639	D7UDZ3	VIT_00s0238g00020
Vitvi18g04640	F6I7C4	VIT_00s0238g00090
Vitvi18g04642	F6I7C7	VIT_00s0238g00130
Vitvi18g04643	F6GTZ6	VIT_06s0004g03060
Vitvi18g04646	F6HN42	VIT_18s0001g06340
Vitvi18g04647	D7TLH6	VIT_18s0001g06550
Vitvi18g04649	F6HN40	VIT_18s0001g06260
Vitvi18g04650	F6I3U9	VIT_18s0041g01330
Vitvi18g04651	F6HN43	VIT_18s0001g06380
Vitvi18g04652	D7TLI1	VIT_18s0001g06720
Vitvi18g04655	F6I3U8	VIT_18s0041g01340
Vitvi18g04656	F6GYS1	VIT_18s0117g00400
Vitvi18g04658		
Vitvi18g04659		
Vitvi18g04660	F6I3U9	VIT_18s0041g01330
Vitvi18g04661	F6HN43	VIT_18s0001g06380
Vitvi18g04662	F6HN43	VIT_18s0001g06380
Vitvi18g04663	F6HU30	VIT_02s0025g01650
Vitvi18g04665	F6HN38	VIT_18s0001g06230
Vitvi18g04666	D7TLG4	VIT_18s0001g06160
Vitvi18g04669	F6I3U9	VIT_18s0041g01330
Vitvi18g04671		
Vitvi18g04672		
Vitvi18g04673	F6HN31	VIT_18s0001g05820
Vitvi18g04674	D7U2L4	VIT_07s0005g01810
Vitvi18g04675	F6HN30	VIT_18s0001g05650
Vitvi18g04676	F6GXU9	VIT_08s0058g00230
Vitvi18g04678	D7TXV2	VIT_18s0164g00070
Vitvi18g04681	F6HN25	VIT_18s0001g05430
Vitvi18g04684	D7TLC9	VIT_18s0001g05240
Vitvi18g04688	D7TL96	VIT_18s0001g04120
Vitvi18g04692	F6HN09	VIT_18s0001g04950
Vitvi18g04694	A5AQH7	VIT_18s0001g04870
Vitvi18g04697	E5GAF6	VIT_18s0001g04780
Vitvi18g04712	F6H0K3	VIT_18s0001g02340
Vitvi18g04716	D7TL98	VIT_18s0001g04200
Vitvi18g04717	F6I5R3	VIT_13s0067g03120
Vitvi18g04719	D7TL95	VIT_18s0001g04110
Vitvi18g04721	F6HMY9	VIT_18s0001g04050
Vitvi18g04722	F6GYU2	VIT_18s0117g00050
Vitvi18g04723	D7TL87	VIT_18s0001g03890
Vitvi18g04724	F6HMY3	VIT_18s0001g03830
Vitvi18g04725	D7TL86	VIT_18s0001g03860
Vitvi18g04729	D7TL73	VIT_18s0001g03550
Vitvi18g04730	D7TL73	VIT_18s0001g03550
Vitvi18g04731	F6GW31	VIT_18s0089g00010
Vitvi18g04732	F6GW31	VIT_18s0089g00010
Vitvi18g04733	F6GW27	VIT_18s0089g00080
Vitvi18g04734	D7SXL7	VIT_01s0113g00550
Vitvi18g04735	F6GW26	VIT_18s0089g00100
Vitvi18g04736	F6GW27	VIT_18s0089g00080
Vitvi18g04739	D7SN19	VIT_18s0089g00090
Vitvi18g04742	F6GW23	VIT_18s0089g00200
Vitvi18g04744		
Vitvi18g04745	F6HI63	VIT_07s0151g00430
Vitvi18g04746	F6I4C4	VIT_05s0062g00150
Vitvi18g04748	F6HMY1	VIT_18s0001g03710
Vitvi18g04749	F6I478	VIT_18s0041g01520
Vitvi18g04752	F6GW09	VIT_18s0089g00450
Vitvi18g04753	F6GW30	VIT_18s0089g00040
Vitvi18g04754	F6HEW3	VIT_01s0011g03640
Vitvi18g04755	F6HEW3	VIT_01s0011g03640
Vitvi18g04756	F6GW08	VIT_18s0089g00520
Vitvi18g04757	F6HRX1	VIT_00s0531g00050
Vitvi18g04758	F6GYX0	VIT_13s0147g00120
Vitvi18g04760	F6HLB8	VIT_08s0007g07350
Vitvi18g04761	D7SMY5	VIT_18s0089g00540
Vitvi18g04762		
Vitvi18g04763	F6GW26	VIT_18s0089g00100
Vitvi18g04764	F6GW25	VIT_18s0089g00110
Vitvi18g04765	F6GW05	VIT_18s0089g00590
Vitvi18g04766	F6HRX1	VIT_00s0531g00050
Vitvi18g04767	F6GVZ7	VIT_18s0089g00690
Vitvi18g04768	F6GW01	VIT_18s0089g00650
Vitvi18g04769	F6HRA3	VIT_03s0110g00170
Vitvi18g04770	F6GVZ6	VIT_18s0089g00700
Vitvi18g04771	F6H9M0	VIT_11s0065g00770
Vitvi18g04772	F6HF61	VIT_01s0011g01590
Vitvi18g04773	F6GVZ2	VIT_18s0089g00740
Vitvi18g04774	D7UCG9	VIT_15s0046g01870
Vitvi18g04779	D7SMW7	VIT_18s0089g00810
Vitvi18g04781	F6H7M1	VIT_10s0116g01740
Vitvi18g04784	D7U8I9	VIT_08s0032g00150
Vitvi18g04785	F6GVY0	VIT_18s0089g01000
Vitvi18g04786	F6HWY2	VIT_00s2015g00010
Vitvi18g04787	F6HWY3	VIT_00s2015g00020
Vitvi18g04788	F6HWY3	VIT_00s2015g00020
Vitvi18g04790	F6GVX8	VIT_18s0089g01020
Vitvi18g04791		
Vitvi18g04793		
Vitvi18g04795		
Vitvi19g00001	F6H2J2	VIT_19s0014g00010
Vitvi19g00002	A5B4Z4	VIT_19s0014g00020
Vitvi19g00003	E0CRY5	VIT_19s0014g00060
Vitvi19g00005	F6H2J4	VIT_19s0014g00070
Vitvi19g00007	F6H2J5	VIT_19s0014g00080
Vitvi19g00008	A5B4K8	VIT_19s0014g00090
Vitvi19g00009	E0CRY9	VIT_19s0014g00100
Vitvi19g00010	E0CRZ0	VIT_19s0014g00110
Vitvi19g00012	E0CRZ1	VIT_19s0014g00120
Vitvi19g00013	F6H2J6	VIT_19s0014g00140
Vitvi19g00014	F6H2J7	VIT_19s0014g00150
Vitvi19g00015	F6H2J9	VIT_19s0014g00170
Vitvi19g00016	F6H2K0	VIT_19s0014g00180
Vitvi19g00017	F6H2K1	VIT_19s0014g00190
Vitvi19g00018	F6HE43	VIT_05s0020g00850
Vitvi19g00020	E0CRZ9	VIT_19s0014g00220
Vitvi19g00021	F6H2K3	VIT_19s0014g00230
Vitvi19g00022	E0CS02	VIT_19s0014g00250
Vitvi19g00023	E0CS03	VIT_19s0014g00260
Vitvi19g00024	E0CS05	VIT_19s0014g00280
Vitvi19g00025	F6H2K4	VIT_19s0014g00290
Vitvi19g00026	F6H2K5	VIT_19s0014g00300
Vitvi19g00029	E0CS10	VIT_19s0014g00330
Vitvi19g00030	F6H2K6	VIT_19s0014g00340
Vitvi19g00031	E0CS12	VIT_19s0014g00350
Vitvi19g00034	E0CS13	VIT_19s0014g00360
Vitvi19g00035	F6H2K7	VIT_19s0014g00380
Vitvi19g00038	F6H2K9	VIT_19s0014g00400
Vitvi19g00041	E0CS20	VIT_19s0014g00450
Vitvi19g00042	E0CS21	VIT_19s0014g00460
Vitvi19g00043	F6H1U2	VIT_19s0014g00550
Vitvi19g00045	F6H1U3	VIT_19s0014g00560
Vitvi19g00052	E0CS43	VIT_19s0014g00680
Vitvi19g00057	F6H1V3	VIT_19s0014g00830
Vitvi19g00058	F6H1V4	VIT_19s0014g00840
Vitvi19g00059	F6H1V5	VIT_19s0014g00850
Vitvi19g00060	E0CS58	VIT_19s0014g00860
Vitvi19g00061	F6H1V6	VIT_19s0014g00870
Vitvi19g00064	F6H1V8	VIT_19s0014g00900
Vitvi19g00065	F6H1W0	VIT_19s0014g00920
Vitvi19g00066	F6H1W1	VIT_19s0014g00930
Vitvi19g00068	F6H1W2	VIT_19s0014g00940
Vitvi19g00069	F6H1W3	VIT_19s0014g00950
Vitvi19g00070	F6H1W4	VIT_19s0014g00960
Vitvi19g00071	E0CS68	VIT_19s0014g00970
Vitvi19g00073	F6H1W5	VIT_19s0014g00980
Vitvi19g00074	F6H1W6	VIT_19s0014g00990
Vitvi19g00075	E0CS72	VIT_19s0014g01010
Vitvi19g00076	F6H1W7	VIT_19s0014g01020
Vitvi19g00082	E0CS75	VIT_19s0014g01060
Vitvi19g00084	E0CS76	VIT_19s0014g01070
Vitvi19g00089	E0CS77	VIT_19s0014g01100
Vitvi19g00091	F6H2M2	VIT_19s0014g01160
Vitvi19g00093	F6H2M3	VIT_19s0014g01170
Vitvi19g00094	A5BUS4	VIT_19s0014g01180
Vitvi19g00095	E0CS82	VIT_19s0014g01190
Vitvi19g00096	E0CS83	VIT_19s0014g01200
Vitvi19g00097	F6H2M5	VIT_19s0014g01210
Vitvi19g00098	E0CS84	VIT_19s0014g01230
Vitvi19g00099	F6H2M7	VIT_19s0014g01250
Vitvi19g00100	A5AJA1	VIT_19s0014g01260
Vitvi19g00102	F6H2M9	VIT_19s0014g01280
Vitvi19g00103	E0CS89	VIT_19s0014g01290
Vitvi19g00104	F6H2N0	VIT_19s0014g01300
Vitvi19g00105	E0CS91	VIT_19s0014g01310
Vitvi19g00107	F6H2N2	VIT_19s0014g01330
Vitvi19g00108	F6H2N3	VIT_19s0014g01350
Vitvi19g00112	F6H2N7	VIT_19s0014g01390
Vitvi19g00113	F6H2N8	VIT_19s0014g01400
Vitvi19g00114	F6H2N9	VIT_19s0014g01410
Vitvi19g00115	F6H2P0	VIT_19s0014g01420
Vitvi19g00116	E0CS99	VIT_19s0014g01430
Vitvi19g00118	F6H2P1	VIT_19s0014g01440
Vitvi19g00120	F6H2P2	VIT_19s0014g01450
Vitvi19g00121	F6H4Z9	VIT_12s0028g02220
Vitvi19g00122	F6H2P4	VIT_19s0014g01470
Vitvi19g00123	F6H2P5	VIT_19s0014g01490
Vitvi19g00124	F6H2P6	VIT_19s0014g01500
Vitvi19g00125	F6H2P8	VIT_19s0014g01520
Vitvi19g00127	E0CSA7	VIT_19s0014g01530
Vitvi19g00128	F6H2P9	VIT_19s0014g01540
Vitvi19g00129	F6H1X2	VIT_19s0014g01550
Vitvi19g00130	E0CSB0	VIT_19s0014g01560
Vitvi19g00131	A5ADJ5	VIT_19s0014g01570
Vitvi19g00132	F6H1X5	VIT_19s0014g01590
Vitvi19g00134	F6H1X6	VIT_19s0014g01600
Vitvi19g00137	F6H1X9	VIT_19s0014g01630
Vitvi19g00138	E0CSB6	VIT_19s0014g01640
Vitvi19g00139	E0CSB8	VIT_19s0014g01660
Vitvi19g00140	F6H1Y2	VIT_19s0014g01680
Vitvi19g00141	E0CSC0	VIT_19s0014g01690
Vitvi19g00143	E0CSC2	VIT_19s0014g01710
Vitvi19g00144	E0CSC3	VIT_19s0014g01720
Vitvi19g00145	E0CSC2	VIT_19s0014g01710
Vitvi19g00147	E0CSC7	VIT_19s0014g01780
Vitvi19g00148	E0CSC8	VIT_19s0014g01790
Vitvi19g00150	E0CSC9	VIT_19s0014g01800
Vitvi19g00151	F6H1Y8	VIT_19s0014g01810
Vitvi19g00153	F6H1Y9	VIT_19s0014g01820
Vitvi19g00155	F6H1Z2	VIT_19s0014g01850
Vitvi19g00156	E0CSD5	VIT_19s0014g01860
Vitvi19g00157	F6H1Z4	VIT_19s0014g01880
Vitvi19g00158	F6H1Z5	VIT_19s0014g01890
Vitvi19g00159	F6H1Z7	VIT_19s0014g01910
Vitvi19g00161	F6H1Z8	VIT_19s0014g01920
Vitvi19g00162	F6H1Z9	VIT_19s0014g01930
Vitvi19g00164	F6H200	VIT_19s0014g01940
Vitvi19g00165	F6H201	VIT_19s0014g01950
Vitvi19g00166	F6H207	VIT_19s0014g02020
Vitvi19g00171	F6H204	VIT_19s0014g01980
Vitvi19g00174	F6H208	VIT_19s0014g02030
Vitvi19g00177	F6H210	VIT_19s0014g02070
Vitvi19g00178	F6H211	VIT_19s0014g02080
Vitvi19g00179	E0CSF1	VIT_19s0014g02090
Vitvi19g00180	F6H212	VIT_19s0014g02100
Vitvi19g00181	E0CSF3	VIT_19s0014g02120
Vitvi19g00182	F6H214	VIT_19s0014g02140
Vitvi19g00184	F6H216	VIT_19s0014g02160
Vitvi19g00185	E0CSF7	VIT_19s0014g02170
Vitvi19g00186	F6H218	VIT_19s0014g02190
Vitvi19g00189	E0CSG1	VIT_19s0014g02210
Vitvi19g00190	F6H220	VIT_19s0014g02220
Vitvi19g00191	E0CSG3	VIT_19s0014g02230
Vitvi19g00194	E0CSG5	VIT_19s0014g02250
Vitvi19g00195	F6H222	VIT_19s0014g02290
Vitvi19g00196	E0CSG8	VIT_19s0014g02300
Vitvi19g00197	E0CSG9	VIT_19s0014g02310
Vitvi19g00198	F6H223	VIT_19s0014g02320
Vitvi19g00199	E0CSH1	VIT_19s0014g02340
Vitvi19g00200	E0CSH2	VIT_19s0014g02350
Vitvi19g00201	F6H225	VIT_19s0014g02360
Vitvi19g00202	E0CSH4	VIT_19s0014g02370
Vitvi19g00204	F6H228	VIT_19s0014g02400
Vitvi19g00205	F6H230	VIT_19s0014g02440
Vitvi19g00206	F6H232	VIT_19s0014g02460
Vitvi19g00207	E0CSI0	VIT_19s0014g02470
Vitvi19g00208	E0CSI1	VIT_19s0014g02480
Vitvi19g00209	F6H234	VIT_19s0014g02490
Vitvi19g00210	F6H235	VIT_19s0014g02500
Vitvi19g00214	D7T6A0	VIT_05s0020g00910
Vitvi19g00217	E0CSJ2	VIT_19s0014g02610
Vitvi19g00218	E0CSJ3	VIT_19s0014g02620
Vitvi19g00219	F6H241	VIT_19s0014g02640
Vitvi19g00220	F6H242	VIT_19s0014g02660
Vitvi19g00221	E0CSK0	VIT_19s0014g02670
Vitvi19g00222	F6H243	VIT_19s0014g02680
Vitvi19g00223	F6H244	VIT_19s0014g02690
Vitvi19g00225	F6H245	VIT_19s0014g02710
Vitvi19g00227	E0CSK6	VIT_19s0014g02750
Vitvi19g00228	F6H248	VIT_19s0014g02760
Vitvi19g00229	E0CSL0	VIT_19s0014g02790
Vitvi19g00231	E0CSL1	VIT_19s0014g02810
Vitvi19g00233	E0CSL2	VIT_19s0014g02830
Vitvi19g00234	E0CSL3	VIT_19s0014g02840
Vitvi19g00235	F6H252	VIT_19s0014g02850
Vitvi19g00239	F6H256	VIT_19s0014g02900
Vitvi19g00241	F6H257	VIT_19s0014g02920
Vitvi19g00242	E0CSM5	VIT_19s0014g02970
Vitvi19g00243	F6H261	MLO
Vitvi19g00245	F6H262	VIT_19s0014g02990
Vitvi19g00246	E0CSM8	VIT_19s0014g03000
Vitvi19g00251	E0CSN3	VIT_19s0014g03080
Vitvi19g00252	E0CSN4	VIT_19s0014g03090
Vitvi19g00253	F6H265	VIT_19s0014g03110
Vitvi19g00254	F6H266	VIT_19s0014g03120
Vitvi19g00255	E0CSN8	VIT_19s0014g03130
Vitvi19g00256	E0CSN9	VIT_19s0014g03140
Vitvi19g00257	E0CSP0	VIT_19s0014g03160
Vitvi19g00258	F6H267	VIT_19s0014g03170
Vitvi19g00260	F6H268	VIT_19s0014g03180
Vitvi19g00261	E0CSP2	VIT_19s0014g03190
Vitvi19g00262	F6H269	VIT_19s0014g03200
Vitvi19g00263	E0CSP6	VIT_19s0014g03230
Vitvi19g00264	F6H271	VIT_19s0014g03240
Vitvi19g00265	E0CSP8	VIT_19s0014g03250
Vitvi19g00270	E0CSQ1	VIT_19s0014g03290
Vitvi19g00271	F6H275	VIT_19s0014g03300
Vitvi19g00272	F6H277	VIT_19s0014g03320
Vitvi19g00274	E0CSQ5	VIT_19s0014g03360
Vitvi19g00275	F6H281	VIT_19s0014g03370
Vitvi19g00276	F6H282	VIT_19s0014g03380
Vitvi19g00280	F6H283	VIT_19s0014g03400
Vitvi19g00282	E0CSR0	VIT_19s0014g03410
Vitvi19g00283	F6H284	VIT_19s0014g03420
Vitvi19g00284	E0CSR3	VIT_19s0014g03440
Vitvi19g00285	E0CSR4	VIT_19s0014g03450
Vitvi19g00286	F6H2D8	VIT_19s0014g03460
Vitvi19g00290	E0CSS0	VIT_19s0014g03510
Vitvi19g00291	F6H2E0	VIT_19s0014g03520
Vitvi19g00292	E0CSS2	VIT_19s0014g03530
Vitvi19g00297	E0CSS7	VIT_19s0014g03640
Vitvi19g00298	F6H2E4	VIT_19s0014g03660
Vitvi19g00299	F6H2E5	VIT_19s0014g03670
Vitvi19g00300	F6H2E6	VIT_19s0014g03700
Vitvi19g00302	E0CST2	VIT_19s0014g03710
Vitvi19g00303	E0CST3	VIT_19s0014g03720
Vitvi19g00304	A5ARH9	VIT_19s0014g03740
Vitvi19g00305	F6H2F1	VIT_19s0014g03790
Vitvi19g00306	F6H2F3	VIT_19s0014g03820
Vitvi19g00307	F6H2F4	VIT_19s0014g03840
Vitvi19g00308	A5BX41	VIT_19s0014g03850
Vitvi19g00317	F6H2F7	VIT_19s0014g03920
Vitvi19g00318		
Vitvi19g00319	F6H2F8	VIT_19s0014g03930
Vitvi19g00322	F6H2G0	VIT_19s0014g03960
Vitvi19g00328	F6H297	VIT_19s0014g04140
Vitvi19g00339	F6H2A3	VIT_19s0014g04220
Vitvi19g00364	F6H2G8	VIT_19s0014g04650
Vitvi19g00366	A5AS18	VIT_19s0014g04660
Vitvi19g00367	F6H2G9	VIT_19s0014g04670
Vitvi19g00368	F6H2H0	VIT_19s0014g04680
Vitvi19g00369	A5BXN9	VIT_19s0014g04690
Vitvi19g00370	F6H2H2	VIT_19s0014g04710
Vitvi19g00371	F6H2H3	VIT_19s0014g04730
Vitvi19g00372	E0CT21	VIT_19s0014g04740
Vitvi19g00373	F6H2H4	VIT_19s0014g04750
Vitvi19g00375	F6H2H5	VIT_19s0014g04760
Vitvi19g00376	A5B311	VIT_19s0014g04770
Vitvi19g00377	F6H2H6	VIT_19s0014g04780
Vitvi19g00378	F6H2H7	VIT_19s0014g04790
Vitvi19g00384	Q6Q3H3	VIT_19s0014g04930
Vitvi19g00388	F6H2I4	VIT_19s0014g04900
Vitvi19g00391	Q6Q3H3	VIT_19s0014g04930
Vitvi19g00392	F6H2I7	VIT_19s0014g04940
Vitvi19g00394	E0CT36	VIT_19s0014g04960
Vitvi19g00395	A5B7W2	VIT_19s0014g04970
Vitvi19g00396	F6H2I9	VIT_19s0014g04980
Vitvi19g00397	F6H2J0	VIT_19s0014g05000
Vitvi19g00401	E0CT43	VIT_19s0014g05020
Vitvi19g00402	E0CT44	VIT_19s0014g05040
Vitvi19g00403	E0CT45	VIT_19s0014g05050
Vitvi19g00404	E0CT47	VIT_19s0014g05070
Vitvi19g00405	E0CT49	CxxS1
Vitvi19g00406	E0CT50	VIT_19s0014g05100
Vitvi19g00407	F6H2C1	VIT_19s0014g05110
Vitvi19g00408	E0CT52	VIT_19s0014g05120
Vitvi19g00410	E0CT53	VIT_19s0014g05130
Vitvi19g00411	F6HR82	VIT_19s0093g00380
Vitvi19g00412	F6H2C5	VIT_19s0014g05180
Vitvi19g00413	F6H2C3	VIT_19s0014g05150
Vitvi19g00416	F6H2C7	VIT_19s0014g05200
Vitvi19g00417	E0CT62	VIT_19s0014g05210
Vitvi19g00418	F6H2C8	VIT_19s0014g05230
Vitvi19g00420	F6H2C9	VIT_19s0014g05300
Vitvi19g00421	E0CT66	VIT_19s0014g05310
Vitvi19g00423	F6H2D1	VIT_19s0014g05330
Vitvi19g00429	F6H2D5	VIT_19s0014g05420
Vitvi19g00432	F6H9A1	VIT_19s0177g00030
Vitvi19g00434	A5AEI5	VIT_19s0177g00070
Vitvi19g00436	F6H9A6	VIT_19s0177g00100
Vitvi19g00441	F6H9A9	THI1-1
Vitvi19g00442	F6H9B0	VIT_19s0177g00160
Vitvi19g00443	F6H9B1	VIT_19s0177g00170
Vitvi19g00445	D7T0B3	VIT_19s0177g00200
Vitvi19g00446	D7T0B4	VIT_19s0177g00210
Vitvi19g00447	D7T0B5	VIT_19s0177g00220
Vitvi19g00451	D7TEM3	VIT_12s0059g02310
Vitvi19g00453	D7T0B9	VIT_19s0177g00260
Vitvi19g00456	F6HR85	VIT_19s0093g00430
Vitvi19g00457	F6H9B5	GPT1
Vitvi19g00458	F6H9B6	VIT_19s0177g00310
Vitvi19g00460	F6H9B7	VIT_19s0177g00320
Vitvi19g00462	D7T0C7	VIT_19s0177g00340
Vitvi19g00463	F6H9B9	VIT_19s0177g00350
Vitvi19g00464	A5AU19	VIT_19s0177g00360
Vitvi19g00465	F6HQK4	VIT_03s0063g02220
Vitvi19g00469	F6HEN2	VIT_19s0090g00020
Vitvi19g00470	D7T893	VIT_19s0090g00030
Vitvi19g00471	D7T894	VIT_19s0090g00040
Vitvi19g00472	F6HEN3	VIT_19s0090g00050
Vitvi19g00473	D7T896	VIT_19s0090g00060
Vitvi19g00474	D7T897	VIT_19s0090g00070
Vitvi19g00476	F6HEN6	VIT_19s0090g00100
Vitvi19g00477	D7T8A2	VIT_19s0090g00130
Vitvi19g00478	F6HEN9	VIT_19s0090g00140
Vitvi19g00479	F6HEP0	VIT_19s0090g00190
Vitvi19g00480	F6HEP1	VIT_19s0090g00200
Vitvi19g00481	F6HEP2	VIT_19s0090g00210
Vitvi19g00482	F6HEP3	VIT_19s0090g00220
Vitvi19g00483	D7T8B0	VIT_19s0090g00230
Vitvi19g00484	F6HEJ1	VIT_19s0090g00260
Vitvi19g00486	F6HEJ3	VIT_19s0090g00280
Vitvi19g00487	F6GTH7	VIT_17s0000g04310
Vitvi19g00488	D7T8B6	VIT_19s0090g00300
Vitvi19g00489	F6HEJ4	VIT_19s0090g00310
Vitvi19g00490	F6HEJ7	VIT_19s0090g00340
Vitvi19g00491	D7T8C0	VIT_19s0090g00350
Vitvi19g00492	F6HEJ9	VIT_19s0090g00370
Vitvi19g00493	A5BK29	VIT_19s0090g00380
Vitvi19g00494	F6HEK0	VIT_19s0090g00400
Vitvi19g00497	F6HEK1	VIT_19s0090g00410
Vitvi19g00498	D7T8C6	VIT_19s0090g00420
Vitvi19g00499	D7T8C8	VIT_19s0090g00440
Vitvi19g00501	D7T7Y2	VIT_19s0090g00450
Vitvi19g00502	D7T7Y3	VIT_19s0090g00460
Vitvi19g00503	D7T7Y4	VIT_19s0090g00470
Vitvi19g00504	F6HEK3	VIT_19s0090g00480
Vitvi19g00506	F6HEK7	VIT_19s0090g00530
Vitvi19g00507	A7P0P3	VIT_19s0090g00570
Vitvi19g00508	F6HEP4	VIT_19s0090g00590
Vitvi19g00509	F6HEP6	VIT_19s0090g00610
Vitvi19g00512	D7T7Z4	VIT_19s0090g00630
Vitvi19g00514	D7T7Z7	VIT_19s0090g00660
Vitvi19g00515	D7T7Z8	VIT_19s0090g00670
Vitvi19g00518	D7T7Z9	VIT_19s0090g00690
Vitvi19g00519	D7T800	VIT_19s0090g00700
Vitvi19g00527	F6HEQ3	VIT_19s0090g00810
Vitvi19g00528	F6HEQ4	VIT_19s0090g00820
Vitvi19g00529	D7T804	VIT_19s0090g00830
Vitvi19g00530	F6HEQ5	VIT_19s0090g00840
Vitvi19g00533	F6HEQ7	VIT_19s0090g00870
Vitvi19g00536	F6HEQ9	VIT_19s0090g00900
Vitvi19g00537	D7T812	VIT_19s0090g00910
Vitvi19g00538	D7T813	VIT_19s0090g00920
Vitvi19g00539	F6HER0	VIT_19s0090g00930
Vitvi19g00541	D7T816	VIT_19s0090g00940
Vitvi19g00542	D7T817	VIT_19s0090g00950
Vitvi19g00543	F6HER1	VIT_19s0090g00970
Vitvi19g00547	D7T820	VIT_19s0090g00990
Vitvi19g00549	F6HES4	VIT_19s0090g01000
Vitvi19g00550	F6HES5	VIT_19s0090g01010
Vitvi19g00551	F6HES6	MOCS3
Vitvi19g00552	F6HES7	VIT_19s0090g01030
Vitvi19g00554	A5BER5	VIT_19s0090g01040
Vitvi19g00555	F6HES8	VIT_19s0090g01050
Vitvi19g00557	D7T828	VIT_19s0090g01070
Vitvi19g00558	F6HES9	VIT_19s0090g01080
Vitvi19g00559	F6HET1	VIT_19s0090g01120
Vitvi19g00561	D7T831	VIT_19s0090g01130
Vitvi19g00563	D7T832	VIT_19s0090g01150
Vitvi19g00564	D7T833	VIT_19s0090g01160
Vitvi19g00565	D7T834	VIT_19s0090g01170
Vitvi19g00566	D7T835	VIT_19s0090g01180
Vitvi19g00567	F6HET3	VIT_19s0090g01190
Vitvi19g00568	D7T837	VIT_19s0090g01200
Vitvi19g00569	D7T838	VIT_19s0090g01210
Vitvi19g00570	D7T839	VIT_19s0090g01220
Vitvi19g00572	F6HET4	VIT_19s0090g01230
Vitvi19g00573	F6HET5	VIT_19s0090g01240
Vitvi19g00574	D7T843	VIT_19s0090g01250
Vitvi19g00575	F6HET6	VIT_19s0090g01270
Vitvi19g00576	F6HET7	VIT_19s0090g01280
Vitvi19g00577	D7T847	VIT_19s0090g01290
Vitvi19g00578	F6HET9	VIT_19s0090g01310
Vitvi19g00579	D7T850	VIT_19s0090g01320
Vitvi19g00580	D7T851	VIT_19s0090g01330
Vitvi19g00581	D7T852	VIT_19s0090g01340
Vitvi19g00585	D7T854	VIT_19s0090g01390
Vitvi19g00586	A5BHD6	VIT_19s0090g01400
Vitvi19g00587	F6HEL3	VIT_19s0090g01410
Vitvi19g00588	F6HEL5	VIT_19s0090g01430
Vitvi19g00589	F6HEL6	VIT_19s0090g01440
Vitvi19g00590	D7T858	VIT_19s0090g01460
Vitvi19g00591	F6HEL7	VIT_19s0090g01470
Vitvi19g00592	F6HEL8	VIT_19s0090g01480
Vitvi19g00596	D7T860	VIT_19s0090g01490
Vitvi19g00601	D7T861	VIT_19s0090g01530
Vitvi19g00602	F6HEL9	VIT_19s0090g01540
Vitvi19g00604	D7T864	VIT_19s0090g01550
Vitvi19g00606	F6HEM1	VIT_19s0090g01570
Vitvi19g00607	D7T867	VIT_19s0090g01580
Vitvi19g00608	F6HEM2	VIT_19s0090g01590
Vitvi19g00609	F6HEM3	VIT_19s0090g01600
Vitvi19g00610	F6HEM4	VIT_19s0090g01610
Vitvi19g00611	F6HEM7	VIT_19s0090g01650
Vitvi19g00612	F6HEM8	VIT_19s0090g01660
Vitvi19g00613	F6HUR5	VIT_02s0025g01040
Vitvi19g00614	D7T875	VIT_19s0090g01690
Vitvi19g00615	F6HER2	VIT_19s0090g01700
Vitvi19g00617	F6HER4	VIT_19s0090g01720
Vitvi19g00618	F6HER5	VIT_19s0090g01730
Vitvi19g00619	F6HER6	VIT_19s0090g01740
Vitvi19g00620	D7T881	VIT_19s0090g01760
Vitvi19g00621	F6HER7	VIT_19s0090g01770
Vitvi19g00623	D7T884	VIT_19s0090g01780
Vitvi19g00625	F6HER8	VIT_19s0090g01790
Vitvi19g00626	D7T886	VIT_19s0090g01800
Vitvi19g00627	F6HER9	VIT_19s0090g01820
Vitvi19g00631	F6HES3	VIT_19s0090g01870
Vitvi19g00633	F6I526	VIT_19s0015g00010
Vitvi19g00641	F6I530	VIT_19s0015g00050
Vitvi19g00645	F6I531	VIT_19s0015g00060
Vitvi19g00652	F6I534	CYP71BE5
Vitvi19g00653	F6I535	VIT_19s0015g00120
Vitvi19g00654	F6I536	VIT_19s0015g00130
Vitvi19g00655	D7UAE2	VIT_19s0015g00140
Vitvi19g00656	A5BC09	VIT_19s0015g00150
Vitvi19g00657	F6I537	VIT_19s0015g00160
Vitvi19g00658	D7UAE5	VIT_19s0015g00170
Vitvi19g00659	D7UAE6	VIT_19s0015g00180
Vitvi19g00660	D7UAF4	VIT_19s0015g00260
Vitvi19g00662	F6I543	VIT_19s0015g00280
