PN40024_genotype_ENSMBL_ID	UniProt	GCA_030704535.1_NCBI_ID	Chromosome	Start	End	Transcription_pattern	Athaliana_TAIR10_homolog	homology	TAIR10	Athal.common.NAme	locus_tag
Vitvi14g01786	F6HV02	VIT_14s0066g01440	14	28384579	28387285	EEE EEE EEE	NP_186796.1 homeobox 1 [Arabidopsis thaliana]	60.0	NP_186796.1	HB-1	AT3G01470
Vitvi14g01787	F6HV03	VIT_14s0066g01450	14	28388852	28409916	EEE EEE EEE	NP_186795.1 methyl-CPG-binding domain 9 [Arabidopsis thaliana]	45.382	NP_186795.1	MBD9	AT3G01460
Vitvi14g01789	F6H9R6	VIT_11s0065g01210	14	28418432	28419387	EEE EEE EEE	NP_179455.1 RING/U-box superfamily protein [Arabidopsis thaliana]	45.122	NP_179455.1	MEE16	AT2G18650
Vitvi14g01794	D7TWS0	VIT_14s0066g01530	14	28452627	28457133	EEE EEE EEE	NP_199314.1 DSS1 homolog on chromosome V [Arabidopsis thaliana]	73.611	NP_199314.1	DSS1(V)	AT5G45010
Vitvi14g01795	F6HV09	VIT_14s0066g01540	14	28459200	28462150	EEE EEE EEE	NP_191470.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	39.51	NP_191470.1		AT3G59110
Vitvi14g01796	D7TWS2	VIT_14s0066g01550	14	28462797	28467237	EEE EEE EEE	NP_190383.1 aldehyde dehydrogeNAse 2B4 [Arabidopsis thaliana]	75.465	NP_190383.1	ALDH2B4	AT3G48000
Vitvi14g01797	F6HV10	VIT_14s0066g01560	14	28469732	28474638	EEE EEE EEE	NP_196991.1 cyclic nucleotide-gated channel 18 [Arabidopsis thaliana]	71.053	NP_196991.1	CNGC18	AT5G14870
Vitvi14g01798	F6HV12	VIT_14s0066g01580	14	28489714	28495958	EEE EEE EEE	NP_196992.1 Potassium transporter family protein [Arabidopsis thaliana]	77.567	NP_196992.1		AT5G14880
Vitvi14g01799	F6HV13	VIT_14s0066g01590	14	28497234	28500769	EEE EEE EEE	NP_177185.3 NHL domain-containing protein [Arabidopsis thaliana]	59.759	NP_177185.3		AT1G70280
Vitvi14g01800	F6HV14	VIT_14s0066g01600	14	28504895	28506226	EEE EEE EEE	NP_001331366.1 NHL domain protein [Arabidopsis thaliana]	45.223	NP_001331366.1		AT5G14895
Vitvi14g01801	F6HV15	VIT_14s0066g01610	14	28508587	28509747	EEE EEE EEE	NP_198841.1 RING/U-box superfamily protein [Arabidopsis thaliana]	60.152	NP_198841.1		AT5G40250
Vitvi14g01802	D7TBU9	VIT_11s0016g04570	14	28511747	28513677	EEE EEE EEE	NP_180241.1 Leucine-rich repeat protein kiNAse family protein [Arabidopsis thaliana]	35.368	NP_180241.1		AT2G26730
Vitvi14g01803	D7TWS7	VIT_14s0066g01620	14	28515105	28516683	EEE EEE EEE	NP_190386.1 hypoxia-responsive family protein / zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana]	72.368	NP_190386.1		AT3G48030
Vitvi14g01804	F6HV16	VIT_14s0066g01630	14	28516976	28527378	EEE EEE EEE	NP_001319661.1 5'-3' exonuclease family protein [Arabidopsis thaliana]	47.462	NP_001319661.1	UVH3	AT3G28030
Vitvi14g01805	F6HV17	VIT_14s0066g01640	14	28528694	28531940	EEE EEE EEE	NP_198839.1 nodulin MtN21 /EamA-like transporter family protein [Arabidopsis thaliana]	53.333	NP_198839.1	UMAMIT37	AT5G40230
Vitvi14g01806	F6HV18	VIT_14s0066g01650	14	28534061	28536317	EEE EEE EEE	NP_566831.1 nodulin MtN21 /EamA-like transporter family protein [Arabidopsis thaliana]	58.649	NP_566831.1	UMAMIT41	AT3G28050
Vitvi14g01807	D7TWT1	VIT_14s0066g01660	14	28537219	28543381	EEE EEE EEE	NP_568577.1 DegP protease 9 [Arabidopsis thaliana]	76.271	NP_568577.1	DEG9	AT5G40200
Vitvi14g01808	D7TWT2	VIT_14s0066g01670	14	28548389	28551519	EEE EEE EEE	NP_186791.1 Peroxidase superfamily protein [Arabidopsis thaliana]	72.884	NP_186791.1	DOX1	AT3G01420
Vitvi14g01809	D7TWT5	VIT_14s0066g01690	14	28563596	28566529	EEU EEE EDE	NP_186791.1 Peroxidase superfamily protein [Arabidopsis thaliana]	70.846	NP_186791.1	DOX1	AT3G01420
Vitvi14g01811	D7TWT7	VIT_14s0066g01710	14	28583125	28585728	EEE EEE EUE	NP_189454.1 TRICHOME BIREFRINGENCE-LIKE 22 [Arabidopsis thaliana]	52.969	NP_189454.1	TBL22	AT3G28150
Vitvi14g01812	F6HV19	VIT_14s0066g01720	14	28586330	28595415	EEE EEE EEE	NP_850669.2 protein SUO [Arabidopsis thaliana]	45.382	NP_850669.2	SUO	AT3G48050
Vitvi14g01815	F6HV20	VIT_14s0066g01730	14	28606872	28609467	EEE EEE EDE	NP_566835.1 Cellulose-synthase-like C4 [Arabidopsis thaliana]	75.364	NP_566835.1	CSLC04	AT3G28180
Vitvi14g01816	F6HV21	VIT_14s0066g01740	14	28613468	28615184	EEE EEE EEE	NP_177943.1 Trm112p-like protein [Arabidopsis thaliana]	70.161	NP_177943.1		AT1G78190
Vitvi14g01817	A5ACZ8	VIT_14s0066g01750	14	28616276	28621044	EEE EEE EEE	NP_198832.1 Ankyrin repeat family protein [Arabidopsis thaliana]	61.775	NP_198832.1	EMB506	AT5G40160
Vitvi14g01818	F6HPK6	VIT_01s0026g00690	14	28621825	28642018	EEE EEE EEE	NP_186790.2 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]	54.639	NP_186790.2		AT3G01410
Vitvi14g01819	D7TWU4	VIT_14s0066g01790	14	28645175	28648399	EDE EEE EEE	NP_196996.1 Gibberellin-regulated family protein [Arabidopsis thaliana]	70.769	NP_196996.1		AT5G14920
Vitvi14g01820	D7TWU5	VIT_14s0066g01800	14	28650647	28670932	EEE EEE EEE	NP_001326691.1 sulfatase and phosphatidylinositolglycan class N domain-containing protein [Arabidopsis thaliana]	74.286	NP_001326691.1		AT3G01380
Vitvi14g01821	F6HV28	VIT_14s0066g01850	14	28698964	28700743	EDE EEE EEE	NP_189460.1 Peroxidase superfamily protein [Arabidopsis thaliana]	67.32	NP_189460.1		AT3G28200
Vitvi14g01822	F6HV29	VIT_14s0066g01860	14	28700794	28701516	EEE EUE EEE	NP_177003.1 C2H2 and C2HC zinc fingers superfamily protein [Arabidopsis thaliana]	41.346	NP_177003.1		AT1G68360
Vitvi14g01823	F6HV30	VIT_14s0066g01870	14	28705985	28708640	EEE EEE EEE	NP_198830.1 RING/U-box superfamily protein with ARM repeat domain-containing protein [Arabidopsis thaliana]	56.66	NP_198830.1		AT5G40140
Vitvi14g01824	D7TWV4	VIT_14s0066g01880	14	28709734	28711513	EEE EEE EEE	NP_189461.1 zinc finger (AN1-like) family protein [Arabidopsis thaliana]	62.5	NP_189461.1	PMZ	AT3G28210
Vitvi14g01825	F6HV31	VIT_14s0066g01890	14	28711615	28717534	EEE EEE EEE	NP_177175.2 Sterile alpha motif (SAM) domain-containing protein [Arabidopsis thaliana]	37.5	NP_177175.2		AT1G70180
Vitvi14g01826	D7TWV6	VIT_14s0066g01900	14	28718605	28725225	EEE EEE EEE	NP_178547.1 ferredoxin thioredoxin reductase catalytic beta chain family protein [Arabidopsis thaliana]	78.767	NP_178547.1		AT2G04700
Vitvi14g01827	F6HV32	VIT_14s0066g01910	14	28734496	28746178	EEE EEE EEE	NP_186786.2 CRM family member 2 [Arabidopsis thaliana]	55.357	NP_186786.2	CFM2	AT3G01370
Vitvi14g01828	D7TWV8	VIT_14s0066g01920	14	28747316	28754008	EEE EEE EEE	NP_178546.2 Pyridoxamine 5'-phosphate oxidase family protein [Arabidopsis thaliana]	66.667	NP_178546.2		AT2G04690
Vitvi14g01829	F6HV33	VIT_14s0066g01930	14	28757367	28758323	EEE EEE EEE	NP_186785.1 plant viral-response family protein (DUF716) [Arabidopsis thaliana]	48.624	NP_186785.1		AT3G01360
Vitvi14g01832	F6HV39	VIT_14s0066g02020	14	28813600	28816346	EEE EEE EEE	NP_196998.1 Major facilitator superfamily protein [Arabidopsis thaliana]	60.289	NP_196998.1		AT5G14940
Vitvi14g01833	F6HV40	VIT_14s0066g02030	14	28829637	28833533	EEE EEE EEE	NP_178539.2 zinc transporter-like protein [Arabidopsis thaliana]	67.33	NP_178539.2		AT2G04620
Vitvi14g01835	F6HV40	VIT_14s0066g02030	14	28835982	28837457	EEE EEE EEE	NP_198817.1 AAA-ATPase 1 [Arabidopsis thaliana]	52.402	NP_198817.1	AATP1	AT5G40010
Vitvi14g01837	F6HV41	VIT_14s0066g02040	14	28846362	28847792	EEE EEE EEE	NP_198817.1 AAA-ATPase 1 [Arabidopsis thaliana]	55.87	NP_198817.1	AATP1	AT5G40010
Vitvi14g01840	F6HV44	VIT_14s0066g02070	14	28878607	28879398	UEE EEE EEE	NP_001326022.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]	66.667	NP_001326022.1		AT3G28600
Vitvi14g01841	F6HV49	VIT_14s0066g02130	14	28907940	28909481	EEE EDE EDE	NP_198818.1 Pathogenesis-related thaumatin superfamily protein [Arabidopsis thaliana]	64.463	NP_198818.1		AT5G40020
Vitvi14g01842	F6HV50	VIT_14s0066g02140	14	28910461	28912937	EEE EEE EEE	NP_198819.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	78.864	NP_198819.1		AT5G40030
Vitvi14g01845	F6HV52	VIT_14s0066g02180	14	28935843	28937402	EEE EEE EEE	NP_189488.1 Duplicated homeodomain-like superfamily protein [Arabidopsis thaliana]	48.286	NP_189488.1	TDF1	AT3G28470
Vitvi14g01846	F6HV53	VIT_14s0066g02190	14	28939512	28943762	EEE EEE EEE	NP_564750.1 CW14 protein (DUF1336) [Arabidopsis thaliana]	56.285	NP_564750.1	CW14	AT1G59650
Vitvi14g01847	D7TWX9	VIT_14s0066g02200	14	28945221	28949491	EEE EEE EEE	NP_189487.2 methyltransferase [Arabidopsis thaliana]	67.823	NP_189487.2		AT3G28460
Vitvi14g01852	D7TWY1	VIT_14s0066g02240	14	28993512	29001556	EEE EEE EEE	NP_172514.1 protein phosphatase 2A-2 [Arabidopsis thaliana]	90.85	NP_172514.1	PP2A-2	AT1G10430
Vitvi14g01853	F6HV57	VIT_14s0066g02250	14	29003059	29004900	EEE EEE EEE	NP_189486.1 Leucine-rich repeat protein kiNAse family protein [Arabidopsis thaliana]	64.441	NP_189486.1		AT3G28450
Vitvi14g01855	F6HV58	VIT_14s0066g02260	14	29006612	29011517	EEE EEE EEE	NP_564068.2 hypothetical protein AT1G19010 [Arabidopsis thaliana]	58.333	NP_564068.2		AT1G19010
Vitvi14g01856	D7TWY4	VIT_14s0066g02270	14	29019419	29022657	EEE EEE EEE	NP_191883.2 DNAse I-like superfamily protein [Arabidopsis thaliana]	46.544	NP_191883.2		AT3G63240
Vitvi14g01857	D7TWY5	VIT_14s0066g02280	14	29023119	29027271	EEE EEE EEE	NP_001326657.1 spindle assembly checkpoint component [Arabidopsis thaliana]	51.111	NP_001326657.1		AT3G28370
Vitvi14g01858	F6HV59	VIT_14s0066g02290	14	29029150	29029854	UEE EEE EEE	NP_189475.1 ABC transporter family protein [Arabidopsis thaliana]	65.854	NP_189475.1	ABCB15	AT3G28345
Vitvi14g01859	F6HV60	VIT_14s0066g02300	14	29030352	29032003	UEE EEE EEE	NP_189475.1 ABC transporter family protein [Arabidopsis thaliana]	77.778	NP_189475.1	ABCB15	AT3G28345
Vitvi14g01860	F6HV61	VIT_14s0066g02310	14	29034681	29035695	EEE EEE EEE	NP_189475.1 ABC transporter family protein [Arabidopsis thaliana]	76.8	NP_189475.1	ABCB15	AT3G28345
Vitvi14g01865	F6HV62	VIT_14s0066g02320	14	29069296	29074817	EEE EEE EEE	NP_189475.1 ABC transporter family protein [Arabidopsis thaliana]	76.68	NP_189475.1	ABCB15	AT3G28345
Vitvi14g01866	F6HV63	VIT_14s0066g02330	14	29082277	29093624	EEE EEE EEE	NP_001190311.1 SIN3-like 2 [Arabidopsis thaliana]	58.493	NP_001190311.1	SNL2	AT5G15020
Vitvi14g01867	F6HV64	VIT_14s0066g02340	14	29095426	29097438	EEE EEE EEE	NP_201096.1 RING/U-box superfamily protein [Arabidopsis thaliana]	42.363	NP_201096.1		AT5G62910
Vitvi14g01868	F6HV65	VIT_14s0066g02350	14	29101357	29102940	EEE UEE EEE	NP_564983.1 glucosyl transferase family 8 [Arabidopsis thaliana]	62.125	NP_564983.1	LGT8	AT1G70090
Vitvi14g01869	F6HV66	VIT_14s0066g02360	14	29103323	29107129	EEE EEE EEE	NP_197001.1 seed maturation-like protein [Arabidopsis thaliana]	57.838	NP_197001.1		AT5G14970
Vitvi14g01870	D7TWZ4	VIT_14s0066g02370	14	29109457	29114629	EEE EEE EEE	NP_186782.2 DP-E2F-like protein 3 [Arabidopsis thaliana]	52.432	NP_186782.2	DEL3	AT3G01330
Vitvi14g01871	A5AEQ0	VIT_14s0066g02380	14	29117356	29120399	EEE EEE EEE	NP_180566.1 transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana]	84.768	NP_180566.1		AT2G30050
Vitvi14g01872	F6HV68	VIT_14s0066g02390	14	29121483	29128970	EEE EEE EEE	NP_196999.1 golgi alpha-mannosidase II [Arabidopsis thaliana]	73.744	NP_196999.1	GMII	AT5G14950
Vitvi14g01873	D7TWZ7	VIT_14s0066g02400	14	29128970	29135975	EEE EEE EEE	NP_849886.1 ADP-glucose pyrophosphorylase family protein [Arabidopsis thaliana]	82.567	NP_849886.1		AT1G74910
Vitvi14g01874	F6HV69	VIT_14s0066g02410	14	29138599	29144051	EEE EEE EEE	NP_565094.1 aldehyde dehydrogeNAse 10A8 [Arabidopsis thaliana]	76.739	NP_565094.1	ALDH10A8	AT1G74920
Vitvi14g01877	D7TX01	VIT_14s0066g02450	14	29170949	29172976	EEE EEE EEE	NP_198814.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	82.419	NP_198814.1		AT5G39980
Vitvi14g01879	F6HV73	VIT_14s0066g02470	14	29191456	29194538	EEE EEE EEE	NP_001321313.1 actin cross-linking protein (DUF569) [Arabidopsis thaliana]	50.526	NP_001321313.1		AT1G59710
Vitvi14g01881	F6HV74	VIT_14s0066g02480	14	29198128	29199081	EEE EEE EEE	NP_189504.2 actin cross-linking protein, putative (DUF569) [Arabidopsis thaliana]	58.086	NP_189504.2		AT3G28630
Vitvi14g01882	F6HV75	VIT_14s0066g02490	14	29200658	29206842	EEE EEE EEE	NP_190372.3 Ubiquitin carboxyl-termiNAl hydrolase-related protein [Arabidopsis thaliana]	47.851	NP_190372.3		AT3G47890
Vitvi14g01883	F6HV76	VIT_14s0066g02500	14	29208612	29212548	EEE EEE EEE	NP_190372.3 Ubiquitin carboxyl-termiNAl hydrolase-related protein [Arabidopsis thaliana]	37.988	NP_190372.3		AT3G47890
Vitvi14g01884	D7TX05	VIT_14s0066g02520	14	29215973	29224703	EEE EEE EEE	NP_190374.4 Ubiquitin carboxyl-termiNAl hydrolase-related protein [Arabidopsis thaliana]	35.83	NP_190374.4		AT3G47910
Vitvi14g01885	F6HV76	VIT_14s0066g02500	14	29229820	29233454	EEE EEE EEE	NP_190374.4 Ubiquitin carboxyl-termiNAl hydrolase-related protein [Arabidopsis thaliana]	38.111	NP_190374.4		AT3G47910
Vitvi14g01886	D7TX06	VIT_14s0066g02530	14	29233870	29241146	EEE EEE EEE	NP_198810.2 FAD/NAD(P)-binding oxidoreductase family protein [Arabidopsis thaliana]	64.009	NP_198810.2		AT5G39940
Vitvi14g01887	F6HV78	VIT_14s0066g02540	14	29242823	29276811	EEE EEE EEE	NP_001330694.1 Phosphoglycerate mutase-like family protein [Arabidopsis thaliana]	85.308	NP_001330694.1		AT5G15070
Vitvi14g01888	D7TX08	VIT_14s0066g02550	14	29281808	29291319	EEE EEE EEE	NP_190378.2 H[+]-ATPase 4 [Arabidopsis thaliana]	90.042	NP_190378.2	HA4	AT3G47950
Vitvi14g01889	A5BD80	Trxh4	14	29292468	29293090	EEE EEE EEE	NP_198811.1 thioredoxin 2 [Arabidopsis thaliana]	63.158	NP_198811.1	TRX2	AT5G39950
Vitvi14g01892	D7TX12	VIT_14s0066g02590	14	29303502	29306023	EEE EEE EEE	NP_201074.1 Major facilitator superfamily protein [Arabidopsis thaliana]	60.808	NP_201074.1	GTR2	AT5G62680
Vitvi14g01894	D7TX13	VIT_14s0066g02600	14	29308128	29312321	EEE EEE EEE	NP_189511.2 NADH dehydrogeNAse ubiquinone complex I, assembly factor-like protein (DUF185) [Arabidopsis thaliana]	71.901	NP_189511.2		AT3G28700
Vitvi14g01895	D7TX15	VIT_14s0066g02620	14	29322505	29326431	EEE EEE EEE	NP_680196.1 RNA cyclase family protein [Arabidopsis thaliana]	67.742	NP_680196.1		AT5G22100
Vitvi14g01896	D7TX16	VIT_14s0066g02630	14	29326974	29333311	EEE EEE EEE	NP_187119.1 CLP-similar protein 3 [Arabidopsis thaliana]	72.235	NP_187119.1	CLPS3	AT3G04680
Vitvi14g01897	F6HV81	VIT_14s0066g02670	14	29423688	29425026	EED EEE EEE	NP_174809.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]	36.504	NP_174809.1		AT1G35710
Vitvi14g01898	A5BE54	VIT_14s0108g00010	14	29427801	29434226	EEE EEE EEE	NP_186777.1 voltage dependent anion channel 1 [Arabidopsis thaliana]	73.551	NP_186777.1	VDAC1	AT3G01280
Vitvi14g01899	A5ACS3	VIT_14s0108g00020	14	29446516	29449112	EEE EEE EEE	NP_197014.1 Auxin efflux carrier family protein [Arabidopsis thaliana]	56.499	NP_197014.1	PIN8	AT5G15100
Vitvi14g01900	A5ACS2	VIT_14s0108g00030	14	29452579	29454231	EEE EEE EEE	NP_197015.4 Pectate lyase family protein [Arabidopsis thaliana]	58.405	NP_197015.4		AT5G15110
Vitvi14g01901	D7SX63	VIT_14s0108g00040	14	29455126	29462614	EEE EEE EEE	NP_189515.1 high mobility group [Arabidopsis thaliana]	78.793	NP_189515.1	HMG	AT3G28730
Vitvi14g01902	A5ACS0	VIT_14s0108g00050	14	29466149	29468078	EEE EEE EEE	NP_001030857.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]	77.273	NP_001030857.1	WRI1	AT3G54320
Vitvi14g01903	F6H5N9	VIT_14s0108g00060	14	29469989	29472010	EEE EEE EEE	NP_189514.1 transmembrane protein [Arabidopsis thaliana]	66.769	NP_189514.1		AT3G28720
Vitvi14g01905	A5ACR7	VIT_14s0108g00080	14	29479147	29484723	EEE EEE EEE	NP_189513.1 ATPase, V0/A0 complex, subunit C/D [Arabidopsis thaliana]	93.447	NP_189513.1		AT3G28715
Vitvi14g01906	D7SX67	VIT_14s0108g00090	14	29493189	29496749	EEE EEE EEE	NP_198805.1 2-aminoethanethiol dioxygeNAse, putative (DUF1637) [Arabidopsis thaliana]	58.537	NP_198805.1		AT5G39890
Vitvi14g01907	D7SX70	VIT_14s0108g00120	14	29507297	29510042	EEE EEE EEE	NP_197017.1 WRKY DNA-binding protein 72 [Arabidopsis thaliana]	45.956	NP_197017.1	WRKY72	AT5G15130
Vitvi14g01908	F6H5P1	VIT_14s0108g00130	14	29510522	29517648	EEE EEE EEE	NP_198806.2 Small GTP-binding protein [Arabidopsis thaliana]	76.1	NP_198806.2		AT5G39900
Vitvi14g01909	D7TND2	VIT_01s0026g01770	14	29518983	29525123	EEE EEE EEE	NP_565289.1 ubiquiting-conjugating enzyme 2 [Arabidopsis thaliana]	95.395	NP_565289.1	UBC2	AT2G02760
Vitvi14g01910	F6H5P3	VIT_14s0108g00150	14	29528579	29534423	EEE EEE EDE	NP_177607.2 IQ-domain 31 [Arabidopsis thaliana]	39.545	NP_177607.2	IQD31	AT1G74690
Vitvi14g01911	D7SX77	VIT_14s0108g00190	14	29570923	29574008	EEE EEE EEE	NP_197018.1 Galactose mutarotase-like superfamily protein [Arabidopsis thaliana]	60.778	NP_197018.1		AT5G15140
Vitvi14g01916	F6H5Q1	VIT_14s0108g00270	14	29615609	29618607	EEE EEE EEE	NP_197018.1 Galactose mutarotase-like superfamily protein [Arabidopsis thaliana]	61.976	NP_197018.1		AT5G15140
Vitvi14g01917	F6H5Q3	VIT_14s0108g00290	14	29653201	29655754	UEE EEE EEE	NP_177171.1 formin 8 [Arabidopsis thaliana]	44.852	NP_177171.1	FH8	AT1G70140
Vitvi14g01919	F6H5Q8	VIT_14s0108g00350	14	29712752	29716821	EEE EEE EEE	NP_189518.2 3-dehydroquiNAte synthase [Arabidopsis thaliana]	66.062	NP_189518.2		AT3G28760
Vitvi14g01920	F6H5R0	VIT_14s0108g00370	14	29719098	29720292	EEE EEE EEE	NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana]	46.176	NP_849538.2		AT4G08850
Vitvi14g01921	F6H5R1	VIT_14s0108g00380	14	29720400	29730173	EEE EEE EDE	NP_197012.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	71.888	NP_197012.1		AT5G15080
Vitvi14g01922	D7SX88	VIT_14s0108g00390	14	29735741	29737098	EEE EEE EDE	NP_177136.1 Homeobox-leucine zipper protein family [Arabidopsis thaliana]	50.498	NP_177136.1	ATHB13	AT1G69780
Vitvi14g01923	F6H5R2	VIT_14s0108g00400	14	29748219	29750477	EEE EEE EEE	NP_189527.1 Glutaredoxin family protein [Arabidopsis thaliana]	49.689	NP_189527.1		AT3G28850
Vitvi14g01926	D7SX91	VIT_14s0108g00420	14	29768259	29769323	EDE EEE DDE	NP_974372.1 basic helix-loop-helix (bHLH) DNA-binding family protein [Arabidopsis thaliana]	78.261	NP_974372.1	PRE5	AT3G28857
Vitvi14g01928	F6H5R3	VIT_14s0108g00430	14	29780661	29787824	EEE EEE EEE	NP_189528.1 ATP binding cassette subfamily B19 [Arabidopsis thaliana]	89.478	NP_189528.1	ABCB19	AT3G28860
Vitvi14g01929	F6H5R4	VIT_14s0108g00440	14	29795216	29797225	EDE EDE EEE	NP_175423.1 tubulin alpha-2 chain [Arabidopsis thaliana]	96.889	NP_175423.1	TUA2	AT1G50010
Vitvi14g01932	F6H5R6	VIT_14s0108g00470	14	29814337	29831628	EEE EEE EEE	NP_001077628.1 proline-, glutamic acid/leucine-rich protein [Arabidopsis thaliana]	42.097	NP_001077628.1		AT1G30240
Vitvi14g01934	F6H5R7	VIT_14s0108g00490	14	29839114	29848957	EEE EEE EEE	NP_177125.3 cullin 3B [Arabidopsis thaliana]	81.731	NP_177125.3	CUL3B	AT1G69670
Vitvi14g01935	F6H5R8	VIT_14s0108g00500	14	29850115	29859193	EEE EEE EEE	NP_001326117.1 thyroid adenoma-associated-like protein [Arabidopsis thaliana]	59.002	NP_001326117.1		AT3G55160
Vitvi14g01936	F6H5R9	VIT_14s0108g00510	14	29860104	29873105	EEE EEE EEE	NP_564063.1 NAP1-related protein 2 [Arabidopsis thaliana]	72.889	NP_564063.1	NRP2	AT1G18800
Vitvi14g01937	A5C154	VIT_14s0108g00520	14	29874547	29875242	EEE EEE EEE	NP_680758.3 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]	40.741	NP_680758.3		AT4G33355
Vitvi14g01938	D7SXA1	PFK	14	29880577	29884679	EEE EEE EEE	NP_850025.1 phosphofructokiNAse 5 [Arabidopsis thaliana]	70.423	NP_850025.1	PFK5	AT2G22480
Vitvi14g01939	F6H5S3	VIT_14s0108g00560	14	29885782	29891864	EEE EEE EEE	NP_189530.3 serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit [Arabidopsis thaliana]	54.598	NP_189530.3		AT3G28880
Vitvi14g01940	F6H5S4	VIT_14s0108g00570	14	29893482	29898744	EEE EEE EEE	NP_198800.1 ATP-dependent RNA helicase [Arabidopsis thaliana]	68.182	NP_198800.1		AT5G39840
Vitvi14g01941	F6H5S5	VIT_14s0108g00580	14	29899129	29914197	EEE EEE EEE	NP_568575.1 Trypsin family protein with PDZ domain-containing protein [Arabidopsis thaliana]	73.568	NP_568575.1	DEG8	AT5G39830
Vitvi14g01942	F6H5S6	VIT_14s0108g00590	14	29916136	29918750	EEE EEE EEE	NP_568311.2 FTSH protease 6 [Arabidopsis thaliana]	79.487	NP_568311.2	FTSH6	AT5G15250
Vitvi14g01943	F6H5S7	VIT_14s0108g00600	14	29920533	29922186	EEE EEE EEE	NP_181211.1 Pentatricopeptide repeat (PPR) superfamily protein [Arabidopsis thaliana]	59.504	NP_181211.1		AT2G36730
Vitvi14g01945	D7SXA7	VIT_14s0108g00620	14	29927698	29929195	EEE EEE EEE	NP_189538.2 Transmembrane amino acid transporter family protein [Arabidopsis thaliana]	57.971	NP_189538.2		AT3G28960
Vitvi14g01946	D7SXA8	VIT_14s0108g00630	14	29940888	29942823	EEE EEE EEE	NP_189538.2 Transmembrane amino acid transporter family protein [Arabidopsis thaliana]	60.741	NP_189538.2		AT3G28960
Vitvi14g01949	D7SXB0	VIT_14s0108g00660	14	29960203	29961999	EEE EEE EEE	NP_199671.1 structural mainteNAnce of chromosome 3 [Arabidopsis thaliana]	66.667	NP_199671.1	SMC3	AT5G48600
Vitvi14g01950	D7SXA7	VIT_14s0108g00620	14	29964581	29969821	EEE EEE EEE	NP_189538.2 Transmembrane amino acid transporter family protein [Arabidopsis thaliana]	56.867	NP_189538.2		AT3G28960
Vitvi14g01951	D7SXB3	VIT_14s0108g00690	14	29974019	29975848	EEE EEE EEE	NP_189538.2 Transmembrane amino acid transporter family protein [Arabidopsis thaliana]	61.235	NP_189538.2		AT3G28960
Vitvi14g01952	D7SXB4	VIT_14s0108g00700	14	29990460	29992777	EEE EEE EDE	NP_198598.1 NOD26-like intrinsic protein 4;2 [Arabidopsis thaliana]	48.954	NP_198598.1	NIP4;2	AT5G37820
Vitvi14g01953	D7SXB5	VIT_14s0108g00710	14	29993249	30006567	EDE EDE EEE	NP_001190492.1 structural mainteNAnce of chromosome 3 [Arabidopsis thaliana]	76.013	NP_001190492.1	SMC3	AT5G48600
Vitvi14g01955	F6H5T2	VIT_14s0108g00750	14	30031424	30045343	EEE EEE EEE	NP_197025.1 homeobox protein 30 [Arabidopsis thaliana]	58.723	NP_197025.1	HB30	AT5G15210
Vitvi14g01956	F6H5T3	VIT_14s0108g00760	14	30054023	30054310	EEE EEE EEE	NP_974373.1 mini zinc finger 2 [Arabidopsis thaliana]	70.707	NP_974373.1	MIF2	AT3G28917
Vitvi14g01959	F6H5T5	VIT_14s0108g00810	14	30082915	30085706	EEE EEE EEE	NP_974373.1 mini zinc finger 2 [Arabidopsis thaliana]	76.404	NP_974373.1	MIF2	AT3G28917
Vitvi14g01960	F6H5T6	VIT_14s0108g00830	14	30094616	30096416	EEE EEE EDE	NP_190344.1 myb domain protein 94 [Arabidopsis thaliana]	53.372	NP_190344.1	MYB94	AT3G47600
Vitvi14g01961	F6H5T7	VIT_14s0108g00840	14	30106065	30109632	EEE EEE EEE	NP_851107.1 hypothetical protein (DUF1666) [Arabidopsis thaliana]	59.459	NP_851107.1		AT5G39785
Vitvi14g01963	D7SXC5	VIT_14s0108g00860	14	30117593	30118947	EEE EEE EEE	NP_198798.2 NAC domain containing protein 94 [Arabidopsis thaliana]	68.0	NP_198798.2	NAC094	AT5G39820
